TSN|Scientific Name|Author|Rank Name|Credibility|Name Usage|Accepted TSN|Accepted Name
180649|Phoca vitulina|Linnaeus, 1758|Species        |Reviewed|valid||
622092|Phoca vitulina richardii|(Gray, 1864)|Subspecies     |Reviewed|valid||
180617|Phocarctos hookeri|(Gray, 1844)|Species        |Reviewed|valid||
180473|Phocoena phocoena|(Linnaeus, 1758)|Species        |Reviewed|valid||
180480|Phocoenoides dalli|(True, 1885)|Species        |Reviewed|valid||
554378|Phoebastria immutabilis|(Rothschild, 1893)|Species        |Reviewed|valid||
554379|Phoebastria nigripes|(Audubon, 1839)|Species        |Reviewed|valid||
174530|Phoebetria fusca|(Hilsenberg, 1822)|Species        |Reviewed|valid||
|Physester macrocephalus|||||
180488|Physeter macrocephalus|Linnaeus, 1758|Species        |Reviewed|valid||
174933|Platalea leucorodia|Linnaeus, 1758|Species        |Reviewed|valid||
167156|Platycephalus fuscus|Cuvier in Cuvier and Valenciennes, 1829|Species        |Reviewed|valid||
1056855|Pogona vitticeps|(Ahl, 1926)|Species        |Reviewed|valid||
624904|Priodontes maximus|(Kerr, 1792)|Species        |Reviewed|valid||
160424|Prionace glauca|(Linnaeus, 1758)|Species        |Reviewed|valid||
160809|Pristis pectinata|Latham, 1794|Species        |Reviewed|valid||
160810|Pristis pristis|(Linnaeus, 1758)|Species        |Reviewed|valid||
625114|Procapra gutturosa|(Pallas, 1777)|Species        |Reviewed|valid||
174611|Procellaria parkinsoni|G. R. Gray, 1862|Species        |Reviewed|valid||
|Procellaria westlandia|||||
573052|Procolobus rufomitratus|(Peters, 1879)|Species        |Reviewed|invalid|944239|Piliocolobus rufomitratus
180575|Procyon lotor|(Linnaeus, 1758)|Species        |Reviewed|valid||
178464|Progne subis|(Linnaeus, 1758)|Species        |Reviewed|valid||
700661|Pseudonaja affinis|Günther, 1872|Species        |Reviewed|valid||
180463|Pseudorca crassidens|(Owen, 1846)|Species        |Reviewed|valid||
174589|Pterodroma macroptera|(A. Smith, 1840)|Species        |Reviewed|valid||
631619|Pteropus alecto|Temminck, 1837|Species        |Reviewed|valid||
631629|Pteropus giganteus|(Brünnich, 1782)|Species        |Reviewed|invalid|631662|Pteropus vampyrus
631643|Pteropus neohibernicus|Peters, 1876|Species        |Reviewed|valid||
631662|Pteropus vampyrus|(Linnaeus, 1758)|Species        |Reviewed|valid||
174553|Puffinus griseus|(Gmelin, 1789)|Species        |Reviewed|valid||
174555|Puffinus puffinus|(Brunnich, 1764)|Species        |Reviewed|valid||
552479|Puma concolor|(Linnaeus, 1771)|Species        |Reviewed|valid||
622019|Pusa caspica|(Gmelin, 1788)|Species        |Reviewed|valid||
622018|Pusa hispida|(Schreber, 1775)|Species        |Reviewed|valid||
174445|Pygoscelis adeliae|(Hombron & Jacquinot, 1841)|Species        |Reviewed|valid||
174446|Pygoscelis antarctica|(J. R. Forster, 1781)|Species        |Reviewed|invalid|723249|Pygoscelis antarcticus
723249|Pygoscelis antarcticus|(J. R. Forster, 1781)|Species        |Reviewed|valid||
174447|Pygoscelis papua|(J. R. Forster, 1781)|Species        |Reviewed|valid||
1094050|Python bivittatus|Kuhl, 1820|Species        |Reviewed|valid||
168566|Rachycentron canadum|(Linnaeus, 1766)|Species        |Reviewed|valid||
554307|Ramphastos sulfuratus|R. Lesson, 1830|Species        |Reviewed|valid||
554313|Ramphastos swainsonii|Gould, 1833|Species        |Reviewed|invalid|1145389|Ramphastos ambiguus swainsonii
180701|Rangifer tarandus|(Linnaeus, 1758)|Species        |Reviewed|valid||
202411|Rangifer tarandus caribou|(Gmelin, 1788)|Subspecies     |Reviewed|valid||
666752|Rangifer tarandus granti|J. A. Allen, 1902|Subspecies     |Reviewed|invalid|898935|Rangifer tarandus groenlandicus
625197|Rangifer tarandus tarandus|(Linnaeus, 1758)|Subspecies     |Reviewed|valid||
172930|Reinhardtius hippoglossoides|(Walbaum, 1792)|Species        |Reviewed|valid||
159857|Rhincodon typus|Smith, 1828|Species        |Reviewed|valid||
944259|Rhinopithecus bieti|A. Milne-Edwards, 1897|Species        |Reviewed|valid||
51917|Rhizostoma octopus|Mayer, 1910|Species        |Not Reviewed|valid||
176875|Rissa tridactyla|(Linnaeus, 1758)|Species        |Reviewed|valid||
175295|Rostrhamus sociabilis|(Vieillot, 1817)|Species        |Reviewed|valid||
625159|Rupicapra rupicapra|(Linnaeus, 1758)|Species        |Reviewed|valid||
625120|Saiga tatarica|(Linnaeus, 1766)|Species        |Reviewed|valid||
161996|Salmo salar|Linnaeus, 1758|Species        |Reviewed|valid||
161997|Salmo trutta|Linnaeus, 1758|Species        |Reviewed|valid||
162001|Salvelinus alpinus|(Linnaeus, 1758)|Species        |Reviewed|valid||
709400|Sarcophilus harrisii|(Boitard, 1841)|Species        |Reviewed|valid||
82363|Sepia officinalis|Linnaeus, 1758|Species        |Reviewed|valid||
168531|Sillago ciliata|Cuvier in Cuvier and Valenciennes, 1829|Species        |Reviewed|valid||
164068|Silurus glanis|Linnaeus, 1758|Species        |Reviewed|valid||
175155|Somateria mollissima|(Linnaeus, 1758)|Species        |Reviewed|valid||
160611|Somniosus microcephalus|(Bloch and Schneider, 1801)|Species        |Reviewed|valid||
1192580|Spatula clypeata|(Linnaeus, 1758)|Species        |Reviewed|valid||
174462|Spheniscus demersus|(Linnaeus, 1758)|Species        |Reviewed|valid||
174464|Spheniscus magellanicus|(J. R. Forster, 1781)|Species        |Reviewed|valid||
170429|Sphyraena barracuda|(Walbaum, 1792)|Species        |Reviewed|invalid|650251|Sphyraena barracuda
650251|Sphyraena barracuda|(Edwards in Catesby, 1771)|Species        |Reviewed|valid||
160508|Sphyrna lewini|(Griffith and Smith, 1834)|Species        |Reviewed|valid||
160515|Sphyrna mokarran|(Rüppell, 1837)|Species        |Reviewed|valid||
180570|Spilogale putorius|(Linnaeus, 1758)|Species        |Reviewed|valid||
555524|Steatornis caripensis|von Humboldt, 1817|Species        |Reviewed|valid||
176890|Sterna paradisaea|Pontoppidan, 1763|Species        |Reviewed|valid||
174699|Sula dactylatra|Lesson, 1831|Species        |Reviewed|valid||
726047|Sula granti|Rothschild, 1902|Species        |Reviewed|valid||
|Sula serrator|||||
174707|Sula sula|(Linnaeus, 1766)|Species        |Reviewed|valid||
621906|Suricata suricatta|(Schreber, 1776)|Species        |Reviewed|valid||
180722|Sus scrofa|Linnaeus, 1758|Species        |Reviewed|valid||
180127|Sylvilagus transitionalis|(Bangs, 1895)|Species        |Reviewed|valid||
183847|Syncerus caffer|(Sparrman, 1779)|Species        |Reviewed|valid||
175056|Tadorna ferruginea|(Pallas, 1764)|Species        |Reviewed|valid||
624912|Tamandua mexicana|(Saussure, 1860)|Species        |Reviewed|valid||
180207|Tamias striatus|(Linnaeus, 1758)|Species        |Reviewed|valid||
625126|Taurotragus oryx|(Pallas, 1766)|Species        |Reviewed|valid||
|Tectus niloticus|||||
551865|Testudo graeca|Linnaeus, 1758|Species        |Reviewed|valid||
172502|Tetrapturus pfluegeri|Robins and de Sylva, 1963|Species        |Reviewed|valid||
563379|Tetrax tetrax|(Linnaeus, 1758)|Species        |Reviewed|valid||
563380|Thalassarche bulleri|(Rothschild, 1893)|Species        |Reviewed|valid||
824134|Thalassarche carteri|(Rothschild, 1903)|Species        |Reviewed|valid||
563381|Thalassarche chrysostoma|(J. R. Forster, 1785)|Species        |Reviewed|valid||
|Thalassarche melanophri|||||
554453|Thalassarche melanophris|(Temminck, 1828)|Species        |Reviewed|valid||
172423|Thunnus albacares|(Bonnaterre, 1788)|Species        |Reviewed|valid||
172431|Thunnus maccoyii|(Castelnau, 1872)|Species        |Reviewed|valid||
172422|Thunnus orientalis|(Temminck and Schlegel, 1844)|Species        |Reviewed|valid||
172421|Thunnus thynnus|(Linnaeus, 1758)|Species        |Reviewed|valid||
1182839|Tiliqua multifasciata|Sternfeld, 1919|Species        |Reviewed|valid||
1182842|Tiliqua rugosa|(Gray, 1825)|Species        |Reviewed|valid||
1182843|Tiliqua scincoides|(White, 1790)|Species        |Reviewed|valid||
624905|Tolypeutes matacus|(Desmarest, 1804)|Species        |Reviewed|valid||
563501|Torgos tracheliotus|(J. R. Forster, 1796)|Species        |Reviewed|valid||
176064|Tragopan satyra|(Linnaeus, 1758)|Species        |Reviewed|valid||
160453|Triaenodon obesus|(Rüppell, 1837)|Species        |Reviewed|valid||
180684|Trichechus manatus|Linnaeus, 1758|Species        |Reviewed|valid||
552696|Trichosurus vulpecula|(Kerr, 1792)|Species        |Reviewed|valid||
612596|Tursiops aduncus|(Ehrenberg, 1833)|Species        |Reviewed|valid||
180426|Tursiops truncatus|(Montagu, 1821)|Species        |Reviewed|valid||
177851|Tyto alba|(Scopoli, 1769)|Species        |Reviewed|valid||
178117|Upupa epops|Linnaeus, 1758|Species        |Reviewed|valid||
176974|Uria aalge|(Pontoppidan, 1763)|Species        |Reviewed|valid||
|Uria algae|||||
176978|Uria lomvia|(Linnaeus, 1758)|Species        |Reviewed|valid||
|Urile pelagicus|||||
930321|Urocitellus parryii|(Richardson, 1825)|Species        |Reviewed|valid||
180609|Urocyon cinereoargenteus|(Schreber, 1775)|Species        |Reviewed|valid||
180544|Ursus americanus|Pallas, 1780|Species        |Reviewed|valid||
180543|Ursus arctos|Linnaeus, 1758|Species        |Reviewed|valid||
202383|Ursus arctos arctos|Linnaeus, 1758|Subspecies     |Reviewed|valid||
180542|Ursus maritimus|Phipps, 1774|Species        |Reviewed|valid||
621850|Ursus thibetanus|G.[Baron] Cuvier, 1823|Species        |Reviewed|valid||
552680|Vombatus ursinus|(Shaw, 1800)|Species        |Reviewed|valid||
622025|Vulpes lagopus|(Linnaeus, 1758)|Species        |Reviewed|valid||
180604|Vulpes vulpes|(Linnaeus, 1758)|Species        |Reviewed|valid||
175279|Vultur gryphus|Linnaeus, 1758|Species        |Reviewed|valid||
552759|Wallabia bicolor|(Desmarest, 1804)|Species        |Reviewed|valid||
180621|Zalophus californianus|(Lesson, 1828)|Species        |Reviewed|valid||
622014|Zalophus wollebaeki|Sivertsen, 1953|Species        |Reviewed|valid||
180498|Ziphius cavirostris|G. Cuvier, 1823|Species        |Reviewed|valid||
180443|Lagenorhynchus acutus|(Gray, 1828)|Species        |Reviewed|valid||


